,id,transcription,gloss,translation,start,end,comment,author,binom,notbinom,*binom,*notbinom,com_type,companion,ins-participant
127,KTV_20230710@TK_20,mren-e (/mre-nti) ɣa-panrapɬak-ma ɣəm ne-nu-ɣəm,комар-ins (/комар-nom.pl) com-мушка-sim я low.a-кусать-1sg.o,Комары с мошками меня покусали.,00:21:27.536,00:21:39.566,"nom я предложила, она повторила целиком.",KTV,,,,,mren-e (/mre-nti) ɣa-panrapɬak-ma ɣəm ne-nu-ɣəm,мушка,комар
128,KTV_20230710@TK_21,mikə-ne ne-nu-ɣət? mren-e ənkʔam panrapɬak-a (/mren-e ɣa-panrapɬak-ma) ne-nu-ɣəm,кто-ins low.a-кусать-2sg.o комар-ins и мушка-ins (/комар-ins  com-мушка-sim) low.a-кусать-1sg.o,Кто тебя покусал? Комары и мошки меня покусали.,00:22:04.898,00:22:28.424,"Если с nom mrenti ɣa-panrapɬak-ma, то не нужен глагол, просто понятно.",KTV,,,,,ənkʔam,мушка,кто
129,KTV_20230710@TK_22,tirk-e ənkʔam kətijɣ-a ɣa-nəpʔaw-ɬin neɬɣən,солнце-ins и ветер-ins pf-сушить-pf.3sg шкура,Солнце и ветер высушили шкуру.,00:23:56.716,00:24:04.504,,KTV,,,,,ənkʔam,ветер-ins,солнце
130,KTV_20230710@TK_23,∅-piŋku-ɣʔ-i penjoɬɣən,2/3.s/a-гаснуть-th-2/3sg.s костёр,Костёр потух.,00:36:50.293,00:36:54.050,,KTV,,,,,∅-piŋku-ɣʔ-i penjoɬɣən,,
131,KTV_20230710@TK_24,sas̆a-na ənkʔam tanʲa-na (?/sas̆a ənkʔam tanʲa) ne-keɬi-tku-ɣʔe-n (/ne-re-keɬi-ŋe-n) keɬikeɬ,саша-ins и таня-ins (?/саша и таня) low.a-писать-кончать-th-3sg.o (/low.a-fut-писать-fut-3sg.o) книга,Саша и Таня закончили писать (/напишут) книжку.,00:37:57.093,00:38:09.518,"Начала с nom и исправилась на ins. Я: можно с nom? Она: да, ты так говоришь, я так говорю.",KTV,,,,,ənkʔam,таня-ins,саша
132,KTV_20230710@TK_25,sas̆a-na reen tanʲa ne-re-keɬi-ŋe-n keɬikeɬ,саша-ins с таня low.a-fut-писать-fut-3sg.o книга,Саша и Таня напишут книжку.,00:39:57.409,00:40:08.878,"ааа что это... (я попросила tanʲa-na=reen, она выдала это)",KTV,,,,,sas̆a-na reen tanʲa ne-re-keɬi-ŋe-n keɬikeɬ,,саша
133,KTV_20230710@TK_26,sas̆a reen tanʲa-na ne-re-keɬi-ŋe-n keɬikeɬ,саша с таня-ins low.a-fut-писать-fut-3sg.o книга,Саша с Таней напишут книжку.,00:40:32.454,00:40:44.454,ааа Я попросила сказать sas̆a tanʲa-na=reen ne-re-keɬi-ŋe-n keɬikeɬ. Она сказала это.,KTV,,,,,sas̆a reen tanʲa-na ne-re-keɬi-ŋe-n keɬikeɬ,,таня
134,KTV_20230710@TK_27,marina pʲitrovna ɣe-sejwə-ɬin wərwə-ŋaj-etə ɣa-kaŋona-ma,марина петровна pf-идти-pf.3sg ольха-сопка-dat com-посох-sim,Марина Петровна пошла на сопку wərwə-ŋaj с посохом.,00:41:05.601,00:41:17.969,,KTV,,,,,marina pʲitrovna ɣe-sejwə-ɬin wərwə-ŋaj-etə ɣa-kaŋona-ma,посох,
135,KTV_20230710@TK_28,epeqej keŋuneŋe-ɬʔə-n ren-ni-ne-t taŋ-taqʔat,бабушка посох-attr-nom.sg 2/3.s/a-приносить-3sg.a.3.o-3sg.o good-запас.в.дорогу,Бабушка с посохом принесла перекус в дорогу.,00:42:50.033,00:42:58.020,"#бином #запретнанебином Она начала epeqej-ne, потом, добавляя посох, исправила на epeqej. Повторила. Я стала повторять, она: ""epeqej-E, нет, epeqej keŋuneŋe-ɬʔə-n"". Поменять местами нельзя, нескладно. *keŋuneŋe-ɬʔə-n epeqej Мн.ч. на глаголе, потому что не одно блюдо, а много.",KTV,True,,,True,epeqej keŋuneŋe-ɬʔə-n ren-ni-ne-t taŋ-taqʔat,посох,
136,KTV_20230710@TK_29,ŋe-ekke-qa-e ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,fem-сын-dim 2/3.s/a-копать-3sg.a.3.o-3sg.o st-длинный-st.3sg   полярная.морковь,Девочка выкопала длиный корешок.,00:45:21.114,00:45:29.387,,KTV,,,,,ŋe-ekke-qa-e ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,,
137,KTV_20230710@TK_30,ŋe-ekke-qaj ɣe-wiŋre-te (/ɣa-wiŋre-ma) ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,fem-сын-dim com-мотыга-ins (/com-мотыга-sim)  2/3.s/a-копать-3sg.a.3.o-3sg.o st-длинный-st.3sg полярная.морковь,Девочка с мотыжкой выкопала длиный корешок.,00:46:38.151,00:46:47.565,"#бином Сказала ɣe-wiŋre-te. Я переспросила, почему не ɣa-weŋre-ma. Она сказала, что так тоже можно, сказала ɣa-wiŋre-ma. Гармония. Я переспросила с сильной, KTV поправилась на ɣa-weŋre-ma.",KTV,True,,,,ŋe-ekke-qaj ɣe-wiŋre-te (/ɣa-wiŋre-ma) ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,мотыга,
138,KTV_20230710@TK_31,ɣa-weŋre-ma ŋe-ekke-qaj-e ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,com-мотыга-sim fem-сын-dim 2/3.s/a-копать-3sg.a.3.o-3sg.o st-длинный-st.3sg полярная.морковь,С мотыжкой девочка выкопала длиный корешок.,00:46:54.060,00:47:01.702,#небином,KTV,,True,,,ɣa-weŋre-ma ŋe-ekke-qaj-e ∅-rəɣ-ni-n n-iwɬə-qin pʔopoqəɬɣə-n,мотыга,
139,KTV_20230710@TK_32,qora-ɣənretə-ɬʔ-a qaa-ɣtə qətə-ŋŋo-k n-ine-piri-qin saat ənkʔam keŋuneŋ ənkʔam ɣite-neŋ ənkʔam miɬɣer,олень-защищать-attr-ins олень-dat пойти-inch-loc st-inv-брать-st.3sg  аркан и посох и смотреть-tool и ружьё,"Оленевод собирается в стадо, берёт с собой аркан, посох, бинокль и
  карабин.",00:47:23.424,00:47:44.896,,KTV,,,,,ənkʔam,посох,олень-защищать-attr
140,KTV_20230710@TK_33,ʔorawetɬʔa-n (/ʔorawetɬʔa-ta) ɣiteneŋə-ɬʔə-n ʔəttʔəjoɬ ∅-ɬʔu-ni-n kejŋən,человек-nom.sg (/человек-ins) бинокль-attr-sg первый 2/3.s/a-видеть-3sg.a.3.o-3sg.o медведь,Человек с биноклем первым увидел медведя.,00:51:11.922,00:51:34.660,"#бином Попробовала ɣa-ɣetanaŋə-ma, но переделала на ɣiteneŋə-ɬʔə-n. Несколько раз повторила бином. Я: можно ʔorawetɬʔa-ta? Она повторила целиком с ʔorawetɬʔa-ta. Она: да, можно, будет понятно.",KTV,True,,,,ʔorawetɬʔa-n (/ʔorawetɬʔa-ta) ɣiteneŋə-ɬʔə-n ʔəttʔəjoɬ ∅-ɬʔu-ni-n kejŋən,бинокль,(/человек
141,KTV_20230710@TK_34,ənŋe e-ʔeqew-simɣʔu-k-e ʔorawetɬʔa-n ɣe-ɣiteneŋə-ɬin ənkʔam ənan ∅-re-ɬʔu-ɣ-ni-n ɣite-neŋə-te kejŋən,proh car-bad-настроение-car-ins человек pf-смотреть-tool-pf.3sg и  он.ins 2/3.s/a-fut-видеть-fut-3sg.a.3.o смотреть-tool-ins медведь,"Не переживай, у человека есть бинокль, он увидит (биноклем) медведя.",00:51:51.000,00:52:08.559,происхождение w в e-ʔeqew-simɣʔu-k-e неизвестно,KTV,,,,,ənkʔam,,смотреть-tool
142,KTV_20230710@TK_35,"ənŋe e-ʔeqew-simɣʔu-k-e weem mət-r-ʔir-ŋə-n ənkʔam mət-ra-saj-pat-ɣʔa, mət-ra-qametwa-ɣʔa",proh car-bad-настроение-car-ins река  1pl.s/a-fut-переправляться-fut-3sg.o 1pl.s/a-fut-чай-варить-th 1pl.s/a-fut-есть-th,"Не переживай, переправимся через реку и сварим чай, поедим.",00:52:31.929,00:52:42.515,,KTV,,,,,ənkʔam,bad-настроение,
143,KTV_20230710@TK_36,ənŋe e-ʔeqew-simɣʔu-k-e,proh car-bad-настроение-car-ins,Не расстраивайся.,00:52:52.698,00:52:54.880,происхождение w неизвестно,KTV,,,,,ənŋe e-ʔeqew-simɣʔu-k-e,bad-настроение,
144,RGD_202200807@TK_1,stʲopa-∅ ɣa-(ə)tɬʔa-ta (/ɣe-meme-ne) na-kaw-maɬe-ɣʔa-n ʔəttʔə-qaj,стёпа-nom.sg com-мать-ins (/com-мама-an.ins) low.a-ладонь-гладить-th-3sg.o собака-dim,Стёпа с мамой погладили собаку.,00:09:20.580,00:09:38.186,"Интересно, что an.ins. Потом один раз он сказал ɣe-meme-te. #бином",RGD,True,,,,stʲopa-∅ ɣa-(ə)tɬʔa-ta (/ɣe-meme-ne) na-kaw-maɬe-ɣʔa-n ʔəttʔə-qaj,мать,
145,RGD_202200807@TK_2,stʲopa-na ∅-kaw-maɬe-ne-n ʔəttʔə-qaj,стёпа-an.ins 2/3.s/a-ладонь-гладить-th-3sg.o собака-dim,Стёпа погладил собаку.,00:10:40.868,00:10:44.110,"Я: а можно с sg? Он: да, но без мамы.",RGD,,,,,stʲopa-na ∅-kaw-maɬe-ne-n ʔəttʔə-qaj,,стёпа
146,RGD_202200807@TK_3,stʲopa-na ɣe-meme-te (/ɣ-ətɬʔa-ta) na-kaw-maɬe-ɣʔa-n ʔəttʔə-qaj,стёпа-ins com-мама-ins low.a-ладонь-гладить-th-3sg.o собака-dim   собака-dim,Стёпа с мамой собаку погладил.,00:11:25.146,00:11:32.210,"Это я попросила сказать, что ∅-kaw-maɬe-ne-n, потому что мама не гладила, гладил только сын. => не получается так, всё равно pl. #INS_NOM",RGD,,True,,,stʲopa-na ɣe-meme-te (/ɣ-ətɬʔa-ta) na-kaw-maɬe-ɣʔa-n ʔəttʔə-qaj,мама,стёпа
147,RGD_202200807@TK_4,ʔorawetɬʔa-ta e-miɬɣer-k-e ∅-təm-ne-n ʔinə,человек-ins car-ружьё-car-ins 2/3.s/a-убить-3sg.a.3.o-3sg.o волк,Человек без ружья волка убил.,00:12:13.696,00:12:22.938,,RGD,,,,,ʔorawetɬʔa-ta e-miɬɣer-k-e ∅-təm-ne-n ʔinə,ружьё,человек
148,RGD_202200807@TK_5,ujŋe e-miɬɣer-k-e,нет car-ружьё-car-ins,Без ружья.,00:12:27.284,00:12:30.000,,RGD,,,,,ujŋe e-miɬɣer-k-e,ружьё,
149,RGD_202200807@TK_6,ətɬəɣə-n ɣe-ŋe-ekke-te n-atsə-set-qena-t,отец-nom.sg com-fem-сын-ins st-прятаться-comb-st.3sg-pl,Отец с дочкой в прятки играет.,00:16:24.174,00:16:28.806,"С дочкой можно в конец перенести. Без разницы. Сказала: отец играет(sg) с дочкой. Ему понравилось, согласился. Я сказала, что вот sg сказала, не pl. Он: нет, если двое, то pl. Если дочек > 1 ɣe-ŋe-ekke-mk-e",RGD,,,,,ətɬəɣə-n ɣe-ŋe-ekke-te n-atsə-set-qena-t,fem-сын,
150,RGD_202200807@TK_7,ətɬəɣə-n ɣe-ŋe-ekke-mk-e n-atsə-set-qena-t,отец-nom.sg com-fem-сын-coll-ins st-прятаться-comb-st.3sg-pl,Отец с дочками в прятки играют.,00:17:22.783,00:17:24.503,,RGD,,,,,ətɬəɣə-n ɣe-ŋe-ekke-mk-e n-atsə-set-qena-t,fem-сын-coll,
151,RGD_202200807@TK_8,vasilisa-ø ɣ-ʔəttʔə-ma ∅-jet-ʔ-i omwaa-nw-etə,василиса-nom.sg com-собака-sim 2/3.s/a-приходить-th-2/3sg.s река-place-dat,Василиса с собакой(1+) приехала в Амгуэму.,00:17:41.980,00:17:48.414,Почему не omwaam-etə?,RGD,,,,,vasilisa-ø ɣ-ʔəttʔə-ma ∅-jet-ʔ-i omwaa-nw-etə,собака,
152,RGD_202200807@TK_9,ɣəm-nin qɬikkin ənnan paroɬ ɣii-ŋ,я-poss двадцать один лишний год-time,Мне 21 год.,00:18:28.871,00:18:35.000,,RGD,,,,,ɣəm-nin qɬikkin ənnan paroɬ ɣii-ŋ,,
153,RGD_202200807@TK_10,ɣəm-nan tə-n-qametwa-w-n=e mətɬəŋ-qɬek-ken ŋərʔa-paroɬ ʔorawetɬʔa-n,я-ins 1sg.s/a-tr-есть-cs-3sg.o=ptcl пять- двадцать-rel четыре-лишний человек-nom.sg,Я накормила 124 человека.,00:18:49.471,00:19:01.282,"Сначала перепутал 100 и 200, потом поправился. Странно, что нет pl на глаголе.",RGD,,,,,ɣəm-nan tə-n-qametwa-w-n=e mətɬəŋ-qɬek-ken ŋərʔa-paroɬ ʔorawetɬʔa-n,,я
154,RGD_202200807@TK_11,mənɣət-qɬek-ken,десять-двадцать-rel,Двести,00:19:09.793,00:19:13.026,,RGD,,,,,mənɣət-qɬek-ken,,
155,RGD_202200807@TK_12,kərəsmə-k tə-n-qametwa-w-ne-t mətɬəŋ-qɬek-ken ŋərʔa-paroɬ ʔorawetɬʔa-n,праздник-loc 1sg.s/a-tr-есть-cs-3sg.o=ptcl пять-двадцать-rel  четыре-лишний человек-nom.sg,На празднике я накормила 124 человека.,00:20:24.081,00:20:37.103,,RGD,,,,,kərəsmə-k tə-n-qametwa-w-ne-t mətɬəŋ-qɬek-ken ŋərʔa-paroɬ ʔorawetɬʔa-n,,
156,RGD_202200807@TK_13,morɣə-nan mət-piri-ʔe-n saj-kok ivan ivanowičə-nene,мы-ins 1pl.s/a-брать-th-3sg.o чай-кастрюля иван иванович-an.poss,Мы взяли чайник у Иван Иваныча.,00:21:02.696,00:21:08.859,"Пример ничего не доказывает, потому что я изначально произнесла ""у ИванИваныча"", а не ""у Ивана Ивановича"".",RGD,,,,,morɣə-nan mət-piri-ʔe-n saj-kok ivan ivanowičə-nene,,мы
157,RGD_202200807@TK_14,ətɬəɣ-e ɣe-nenene-qe ∅-ren-ni-n majŋə-sumka,отец-ins com-ребёнок-dim.ins 2/3.s/a-приносить-3sg.a.3.o-3sg.o большой-сумка,Отец с ребёнком принёс большую сумку.,00:23:25.896,00:23:38.593,,RGD,,,,,ətɬəɣ-e ɣe-nenene-qe ∅-ren-ni-n majŋə-sumka,,отец
159,RGD_202200807@TK_16,qerɣəsʔ-əpe mət-ɬʔu-ʔe-n ŋawetə-n ɣe-remkəɬʔ-e,окно-abl 1pl.s/a-видеть-th-3sg.o хозяйка-nom.sg com-гость-ins,Мы в окошко увидели хозяйку с гостем.,00:26:29.998,00:26:43.841,,RGD,,,,,qerɣəsʔ-əpe mət-ɬʔu-ʔe-n ŋawetə-n ɣe-remkəɬʔ-e,гость,
161,RGD_202200807@TK_18,ɣəmə-ka-ɣtə ∅-ejmek-wʔ-i ŋe-ekke-qaj q-ine-jəɬ-ɣ-i ənnan-səŋ uunʔə-n,я-obl-dat 2/3.s/a-приближаться-th-2/3sg.s fem-сын-dim 2.s/a.subj-inv-дать-irr-2/3sg.s один-aug ягода-nom.sg,Ко мне подошла девочка и дала одну ягоду.,00:40:00.234,00:40:20.820,,RGD,,,,,ɣəmə-ka-ɣtə ∅-ejmek-wʔ-i ŋe-ekke-qaj q-ine-jəɬ-ɣ-i ənnan-səŋ uunʔə-n,,
162,RGD_202200807@TK_19,jet-ʔ-i ɣ-oonʔə-ma,2/3.s/a-приходить-th-2/3sg.s com-ягода-sim,Пришла с ягодами.,00:40:45.269,00:40:53.604,,RGD,,,,,jet-ʔ-i ɣ-oonʔə-ma,ягода,
163,RGD_202200807@TK_20,ŋe-ekke-qaj ɣəmə-ka-ɣtə jet-ʔ-i ɣ-oonʔə-ma=ʔəm q-ine-jəɬ-ɣ-i ənnan-səŋ oonʔə-ɬɣə-n,fem-сын-dim я-obl-dat 2/3.s/a-приходить-th-2/3sg.s com-ягода-ins=emph 2.s/a.subj-inv-дать-irr-2/3sg.s один-aug ягода-sing-nom.sg,Девочка пришла с ягодами и дала одну ягоду.,00:41:01.083,00:41:10.197,,RGD,,,,,ŋe-ekke-qaj ɣəmə-ka-ɣtə jet-ʔ-i ɣ-oonʔə-ma=ʔəm q-ine-jəɬ-ɣ-i ənnan-səŋ oonʔə-ɬɣə-n,ягода,
164,RGD_202200807@TK_21,∅-sarejpa-ne-na-t qonaɣte məsəkwən,2/3.s/a-пачкать-3sg.a.3.o-3sg.o-pl штаны рубашка,Испачкал штаны и рубашку.,00:42:14.931,00:42:22.833,"грязнуля - seritqəɬʔu, но в этом предложении плохо его добавлять. (можно sarejpanʔa)",RGD,,,,,∅-sarejpa-ne-na-t qonaɣte məsəkwən,,
165,RGD_202200807@TK_22,əmmeme-ne ɣe-ŋe-ekke-te ne-tejək-ɣʔe-n nə-sasa-qen kawkaw,мама-an.ins com-fem-сын-ins low.a-делать-th-3sg.o st-вусный-st.3sg   каукау,Мама с дочкой приготовили вкусные каукау.,00:44:08.022,00:44:19.900,"#INS_NOM Если ɣe-ŋe-ekke-te, то вместе. Дочка хоть чуть-чуть, но участвовала.",RGD,,True,,,əmmeme-ne ɣe-ŋe-ekke-te ne-tejək-ɣʔe-n nə-sasa-qen kawkaw,fem-сын,мама
166,ENP_20230717@TK_1,n-uunʔə-ɣisi-jɣəm sama n-pʔoŋ-ɣese-jɣəm,st-ягода-собирать-np.1sg также st-гриб-собирать-np.1sg,"Я собираю ягоды, а также собираю грибы.",00:19:39.900,00:19:44.060,,ENP,,,,,n-uunʔə-ɣisi-jɣəm sama n-pʔoŋ-ɣese-jɣəm,,
167,ENP_20230717@TK_2,n-uunʔə-ɣisi-jɣəm ɣa-pʔoŋ-ma,st-ягода-собирать-np.1sg com-гриб-sim,Собираю ягоды с грибами.,00:19:54.820,00:19:57.290,"""Да нет...""",ENP,,,,,n-uunʔə-ɣisi-jɣəm ɣa-pʔoŋ-ma,гриб,
168,ENP_20230717@TK_3,ɣe-nenene-te omwaanw-etə tə-pəkir-ɣʔe-k,com-ребёнок-ins амгуэма-dat 1sg.s/a-прибывать-th-1sg.s,Я с детьми приехала в Амгуэму.,00:20:36.120,00:20:44.350,С 1 или несколькими,ENP,,,,,ɣe-nenene-te omwaanw-etə tə-pəkir-ɣʔe-k,ребёнок,
169,ENP_20230717@TK_4,t-jet-ɣʔe-k omwaanw-etə ɣa-nanana-ma,1sg.s/a-прибывать-th-1sg.s амгуэма-dat com-ребёнок-sim,Я с детьми пришла в Амгуэму.,00:21:30.940,00:21:34.220,"С несколькими, или с одним.",ENP,,,,,t-jet-ɣʔe-k omwaanw-etə ɣa-nanana-ma,ребёнок,
170,ENP_20230717@TK_5,qora-ɣənretə-ɬʔə-t / qora-ɣənretə-ɬʔ-a ɣe-ʔəttʔə-ma na-jo-ɣʔa-n ŋeɬwəɬʔə-n,олень-защищать-attr-nom.pl / олень-защищать-attr-ins сom-собака-sim low.a-догонять-th-3sg.o стадо-nom.sg,Пастухи с собакой догнали стадо.,00:22:26.590,00:22:31.990,"#бином #небином Я: можно ins? Она произносит ins. Потом ""qora-ɣənretə-ɬʔə-t, qora-ɣənretə-ɬʔ-a это одно и то же, почти что""",ENP,True,True,,,qora-ɣənretə-ɬʔə-t / qora-ɣənretə-ɬʔ-a ɣe-ʔəttʔə-ma na-jo-ɣʔa-n ŋeɬwəɬʔə-n,олень-защищать,олень-защищать-attr
171,ENP_20230717@TK_6,qora-ɣənretə-ɬʔə-t ɣe-ʔəttʔə-ma ərɣə-nan na-jo-ɣʔa-n qaamken,олень-защищать-attr-nom.pl сom-собака-sim они-ins  low.a-догонять-th-3sg.o отбившийся.кусок,"Пастухи с собакой, они догнали стадо.",00:23:25.520,00:23:30.770,"""Не, не, а ərɣənan зачем там?""",ENP,,,,,qora-ɣənretə-ɬʔə-t ɣe-ʔəttʔə-ma ərɣə-nan na-jo-ɣʔa-n qaamken,олень-защищать,они
172,ENP_20230717@TK_7,qora-ɣənretə-ɬʔ-a na-jo-ɣʔa-n qaamken ɣe-ʔəttʔə-ma,олень-защищать-attr-ins low.a-догонять-th-3sg.o отбившийся.кусок сom-собака-sim,Пастухи догнали стадо с собакой.,00:24:02.610,00:24:08.100,"#небином #запретнабином Я произнесла оба варианта, она разницу не услышала. Я попросила произнести. Она сказала с ins (а с nom плохо).",ENP,,True,True,,qora-ɣənretə-ɬʔ-a na-jo-ɣʔa-n qaamken ɣe-ʔəttʔə-ma,олень-защищать,олень-защищать-attr
173,ENP_20230717@TK_8,morɣə-nan / ɣəm-nan ɣa-ŋaw-ətɬəwe-ta mətə-n-qametwa-w-n remkəɬʔə-n,мы-ins / я-ins com-fem-внук-ins 1pl.s/a-tr-есть-cs-3sg.o гость-nom.sg,Мы с внучкой покормили гостя.,00:25:07.640,00:25:17.310,#небином сразу,ENP,,True,,,morɣə-nan / ɣəm-nan ɣa-ŋaw-ətɬəwe-ta mətə-n-qametwa-w-n remkəɬʔə-n,fem-внук,мы
174,ENP_20230717@TK_9,t-ra-om-awerʔ-epə-ɣʔa ənkʔam kʔaɬe t-ra-jpə-ŋa,1sg.s/a-fut-тёплый-одежда.из.шкур-надевать-th и шапка 1sg.s/a-fut-надевать-th,Надену тёплую одежду и шапку надену,00:26:58.270,00:27:03.290,"У шапки гармония такая, как будто она инкорпорирована, но она перед префиксами.",ENP,,,,,ənkʔam,шапка,
175,ENP_20230717@TK_10,?ɣa-kʔaɬe-ma t-ra-om-awerʔ-epə-ɣʔa,?com-шапка-sim 1sg.s/a-fut-тёплый-одежда.из.шкур-надевать-th,Надену тёплую одежду с шапкой,00:27:22.100,00:27:29.320,"""Как-то не очень"" Он так сказала 2 раза, но ""и шапку надену"" ей нравится гораздо больше.",ENP,,,,,?ɣa-kʔaɬe-ma t-ra-om-awerʔ-epə-ɣʔa,шапка,
176,ENP_20230717@TK_11,nastʲa-na ∅-jʔo-ne-na-t saket-tomɣə-n ɣe-tumɣ-e,настя-an.ins 2/3.s/a-настигать-3sg.a.3sg.o-3sg.o-pl сестра-друг-nom.sg   com-друг-ins,Настя пришла к сестре с мужем.,00:28:50.070,00:28:56.460,,ENP,,,,,nastʲa-na ∅-jʔo-ne-na-t saket-tomɣə-n ɣe-tumɣ-e,друг,настя
177,ENP_20230717@TK_12,saket-etə ɣe-tumɣ-e ∅-jet-ɣʔ-i nastʲa,сестра-dat com-муж-ins 2/3.s/a-приходить-th-2/3.sg.s настя,Настя пришла к сестре с мужем.,00:29:37.660,00:29:43.520,"Я сказала, ей очень понравилось. А ""nastʲa ∅-jet-ɣʔ-i saket-etə ɣe-tumɣ-e"" не нравилось, она не порождала.",ENP,,,,,saket-etə ɣe-tumɣ-e ∅-jet-ɣʔ-i nastʲa,муж,
178,ENP_20230717@TK_13,ŋewəsqet ɣite-neŋə-tku-ɬin ∅-ɣite-neŋə-tku-ɣʔ-i ənkʔam ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,девушка смотреть-tool-iter-pf.3sg  2/3.s/a-смотреть-tool-iter-th-2/3sg.s и перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,Девушка была с биноклем и первая увидела волка,00:30:26.210,00:30:33.780,#важно Перфект без префикса или атрибутивное причастие без смычки,ENP,,,,,ənkʔam,перед,
179,ENP_20230717@TK_14,ŋewəsqet ɣite-neŋə-tku-ɬin ∅-ɣite-neŋə-tku-ɣʔ-i ənkʔam ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,девушка смотреть-tool-iter-pf.3sg  2/3.s/a-смотреть-tool-iter-th-2/3sg.s и перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,"Девушка с биноклем и первая увидела волка а! она первая увидела
  волка",00:31:16.330,00:31:27.250,#важно,ENP,,,,,ənkʔam,перед,
180,ENP_20230717@TK_15,ŋewəsqet / ŋewəsqet-e ɣa-ɣeta-naŋa-tko-ma ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,девушка / девушка-ins com-смотреть-tool-iter-sim перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,Девушка с биноклем первая увидела волка,00:32:27.530,00:32:37.410,#бином #небином,ENP,True,True,,,ŋewəsqet / ŋewəsqet-e ɣa-ɣeta-naŋa-tko-ma ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter,девушка
181,ENP_20230717@TK_16,ɣa-ɣeta-naŋa-tko-ma ŋewəsqet-e / ŋewəsqet ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,com-смотреть-tool-iter-sim девушка-ins / девушка перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,С биноклем девушка первая увидела волка,00:33:14.190,00:33:21.630,"#небином Я: можно nom? Она честно призналась, что уже запуталась. Но произнесла с nom. #бином Потом игриво: ""ɣa-ɣeta-naŋa-tko-ma ŋewəsqet... или как? ŋewəsqet-e?... хахаха ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə""",ENP,True,True,,,ɣa-ɣeta-naŋa-tko-ma ŋewəsqet-e / ŋewəsqet ʔəttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter,девушка
182,ENP_20230717@TK_17,ətɬəɣ-etə ɣa-tɬa-ta tə-peɬa-ɣʔa-n ɣəm-nin ʔəttʔə-qej,отец-dat com-мать-ins 1sg.s/a-оставлять-th-3sg.o я-poss собака-dim,(Я) отдала собаку папе с мамой,00:51:20.790,00:51:28.820,,ENP,,,,,ətɬəɣ-etə ɣa-tɬa-ta tə-peɬa-ɣʔa-n ɣəm-nin ʔəttʔə-qej,мать,
183,ENP_20230717@TK_18,∅-koka-maɬə-ɣʔ-e alʲos̆ha ɣa-kojŋə-ma,2/3.s/a-котелок-вытирать-th-2/3sg.s лёша com-чашка-sim,Лёша помыл котелок с чашками.,00:52:23.070,00:52:26.700,,ENP,,,,,∅-koka-maɬə-ɣʔ-e alʲos̆ha ɣa-kojŋə-ma,чашка,
184,ENP_20230717@TK_19,∅-iɬɣətew-ni-ne-t,2/3.s/a-мыться-3sg.a.3sg.o-3sg.o-pl,Помыл,00:52:33.370,00:52:35.650,"Интересно, что не ""помылся""",ENP,,,,,∅-iɬɣətew-ni-ne-t,,
185,ENP_20230717@TK_20,epeqej-ne ɣe-keŋuneŋə-te ∅-taqʔa-rat-ɣʔ-e,бабушка-ins com-посох-ins 2/3.s/a-запас.в.дорогу-приносить-th-2/3sg.s,Бабушка с посохом принесла перекус в дорогу.,00:56:37.300,00:56:41.510,"ins с непереходным глаголом - мы обсуждали этот пример 4 минуты, она ни разу не произнесла переходное целиком - устала",ENP,,,,,epeqej-ne ɣe-keŋuneŋə-te ∅-taqʔa-rat-ɣʔ-e,посох,бабушка
186,ENP_20230717@TK_21,epeqej-ne ɣe-keŋuneŋə-te ∅-taqʔa-rat-ɣʔ-e,бабушка-ins com-посох-ins 2/3.s/a-запас.в.дорогу-приносить-th-2/3sg.s,Бабушка с посохом пришла к нам и принесла перекус в дорогу.,00:56:46.620,00:57:00.050,,ENP,,,,,epeqej-ne ɣe-keŋuneŋə-te ∅-taqʔa-rat-ɣʔ-e,посох,бабушка
187,ENP_20230717@TK_22,nə-ɬɣi-nu-jw-iɣəm,st-ints-кусать-distr.o-np.1sg,Покусали,00:58:28.270,00:58:29.880,Про комаров с мошками говорить отказалась (как будто для мошек нужен особый глагол),ENP,,,,,nə-ɬɣi-nu-jw-iɣəm,,
