,id,transcription,gloss,translation,start,end,comment,author,binom,notbinom,*binom,*notbinom,com_type,companion,ins-participant
188,ENP_20230717@TK_23,ŋewəsqet e-wiɬu-ɬɣə-kə-ɬʔə-n ∅-uunʔ-ret-ɣʔ-e,девушка car-ухо-sing-car-attr-nom.sg   2/3.s/a-ягода-приносить-th-2/3sg.s,Девушка без серёжек принесла ягоды.,01:00:52.760,01:00:59.590,Первый раз она произнесла ins с непереходным. За вторым разом был nom.,ENP,,,,,ŋewəsqet e-wiɬu-ɬɣə-kə-ɬʔə-n ∅-uunʔ-ret-ɣʔ-e,ухо-sing,
189,ENP_20230717@TK_24,ətɬəɣə-n nə-t-orwə-ŋ-qen,отец-nom.sg st-make-нарта-make-st.3sg,Отец делает нарту,01:03:05.160,01:03:09.970,,ENP,,,,,ətɬəɣə-n nə-t-orwə-ŋ-qen,,
190,ENP_20230717@TK_25,ətɬəɣə-n ɣ-ekke-te nə-t-orwə-ŋ-kəna-t,отец-nom.sg com-сын-ins 3.s/a.subj-make-нарта-make-ipfv-pl,Отец с сыном делают нарты.,01:03:32.710,01:03:37.000,,ENP,,,,,ətɬəɣə-n ɣ-ekke-te nə-t-orwə-ŋ-kəna-t,сын,
191,ENP_20230717@TK_26,simetə-ɬʔə-n orwoor,ломать-attr-nom.sg нарта,Сломанная нарта,01:04:35.970,01:04:38.830,,ENP,,,,,simetə-ɬʔə-n orwoor,ломать,
192,EIX_20230707@TK_1,awənraɬʔə-n,хозяин-nom.sg,Хозяин.,00:00:27.340,00:00:28.820,,EIX,,,,,awənraɬʔə-n,,
193,EIX_20230707@TK_2,ŋewʔen-e qerɣəsʔ-epə remkə-ɬʔə-n ɬʔu-ni-n,жена-ins окно-abl народ-attr-nom.sg 2/3.s/a-видеть-3sg.a.3.o-3sg.o,Жена увидела гостя в окно.,00:00:46.080,00:00:58.650,"Примечательно, что сначала целиком сказал с ŋewʔen (nom).",EIX,,,,,ŋewʔen-e qerɣəsʔ-epə remkə-ɬʔə-n ɬʔu-ni-n,народ,жена
194,EIX_20230707@TK_3,ŋewʔen-e ɣe-tumɣ-e qerɣəsʔ-epə remkə-ɬʔə-t ɬʔu-ni-ne-t,жена-ins com-друг-ins окно-abl народ-attr-pl   2/3.s/a-видеть-3sg.a.3.o-pl,Жена с мужем увидела гостей в окно.,00:02:25.080,00:02:32.435,#небином,EIX,,True,,,ŋewʔen-e ɣe-tumɣ-e qerɣəsʔ-epə remkə-ɬʔə-t ɬʔu-ni-ne-t,друг,жена
195,EIX_20230707@TK_4,meŋin ∅-remkə-ɬʔə-ɬʔu-ɣʔ-i? tumɣətum ɣe-tumɣ-e qerɣəsʔ-epə ∅-remkə-ɬʔə-ɬʔu-ɣʔe-t?,кто 2/3.s/a-народ-attr-видеть-th-2/3sg.s? друг com-друг-ins окно-abl 2/3.s/a-народ-attr-видеть-3sg.a.3o-3sg.a,Кто увидел гостя? Друг с подругой в окно увидел гостя. ,00:03:40.190,00:04:01.070,,EIX,,,,,meŋin ∅-remkə-ɬʔə-ɬʔu-ɣʔ-i? tumɣətum ɣe-tumɣ-e qerɣəsʔ-epə ∅-remkə-ɬʔə-ɬʔu-ɣʔe-t?,друг,
196,EIX_20230707@TK_5,ətɬəɣə-n ɣ-ekke-te ne-kənʔu-ɣʔe-n qora-ŋə,отец-nom.sg com-сын-ins low.a-поймать.арканом-th-3sg.o олень-nom.sg,Отец с сыном поймали оленя.,00:04:19.830,00:04:24.350,#бином,EIX,True,,,,ətɬəɣə-n ɣ-ekke-te ne-kənʔu-ɣʔe-n qora-ŋə,сын,
197,EIX_20230707@TK_6,ətɬəɣə-n ɣ-ekke-te n-ine-kənʔu-qee.t,отец-nom.sg com-сын-ins st-inv-поймать.арканом-st.3pl,Отец с сыном поймали.,00:04:32.275,00:04:37.215,#бином,EIX,True,,,,ətɬəɣə-n ɣ-ekke-te n-ine-kənʔu-qee.t,сын,
198,EIX_20230707@TK_7,qora-ŋə ne-kənʔu-ɣʔe-n ətɬəɣə-n (*/ətɬəɣ-e) ɣ-ekke-te,олень-nom.sg low.a-inv-поймать.арканом-th-3sg.o отец-nom.sg отец-ins com-сын-ins,Оленя поймали отец с сыном.,00:04:50.200,00:04:53.840,#бином #запретнанебином,EIX,True,,,True,qora-ŋə ne-kənʔu-ɣʔe-n ətɬəɣə-n (*/ətɬəɣ-e) ɣ-ekke-te,сын,отец
199,EIX_20230707@TK_8,ətɬəɣə-n ɣ-ekke-te wa-ma ne-kənʔu-ɣʔe-n qora-ŋə,отец-nom.sg com-сын-ins быть-sim low.a-поймать.арканом-th-3sg.o олень-nom.sg,"Отец с сыном были, поймали оленя.",00:06:07.341,00:06:11.711,#бином,EIX,True,,,,ətɬəɣə-n ɣ-ekke-te wa-ma ne-kənʔu-ɣʔe-n qora-ŋə,сын,
200,EIX_20230707@TK_9,ətɬəɣə-n ɣ-ekke-te ərɣə-nan ne-kənʔu-ɣʔe-n qora-ŋə,отец-nom.sg com-сын-ins они-ins low.a-поймать.арканом-th-3sg.o олень-nom.sg,Отец с сыном (они) поймали оленя.,00:06:24.520,00:06:29.210,,EIX,,,,,ətɬəɣə-n ɣ-ekke-te ərɣə-nan ne-kənʔu-ɣʔe-n qora-ŋə,сын,они
201,EIX_20230707@TK_10,kətəjɣ-a ∅-r-iɣ-ew-ni-n,ветер-ins 2/3.s/a-tr-охлаждаться-cs-3sg.a.3.o-3sg.o,От ветра высохла.,00:06:59.891,00:07:04.131,,EIX,,,,,kətəjɣ-a ∅-r-iɣ-ew-ni-n,,ветер
202,EIX_20230707@TK_11,ʔeqeɣni-te kətəjɣ-a ∅-rəpʔaw-ne-n neɬɣə-n,солнцепёк-ins ветер-ins 2/3.s/a-сушить-3sg.a.3.o-3sg.o шкура-nom.sg,Солнцепёк. Ветер высушил шкуру.,00:08:06.568,00:08:13.588,,EIX,,,,,ʔeqeɣni-te kətəjɣ-a ∅-rəpʔaw-ne-n neɬɣə-n,,солнцепёк
203,EIX_20230707@TK_12,kətəjɣ-a ɣa-terk-ma ∅-rəpʔaw-ni-n neɬɣə-n,ветер-ins com-ветер-sim 2/3.s/a-сушить-3sg.a.3.o-3sg.o шкура-nom.sg,Ветер с солнцем высушили шкуру.,00:08:31.580,00:08:37.713,"Я предложила na-nəpʔaw-n. Он сказал, что na-nəpʔaw-n лучше, но продолжил говорить ∅-rəpʔaw-ni-n.",EIX,,,,,kətəjɣ-a ɣa-terk-ma ∅-rəpʔaw-ni-n neɬɣə-n,ветер,ветер
204,EIX_20230707@TK_13,kətəjɣ-a ənkʔam ʔeqeɣni-te ∅-rəpʔaw-ni-n neɬɣə-n,ветер-ins и солнцепёк-ins 2/3.s/a-сушить-3sg.a.3.o-3sg.o шкура-nom.sg,Ветер и солнце высушили шкуру.,00:08:56.321,00:09:08.410,,EIX,,,,,ənkʔam,солнцепёк-ins,ветер
205,EIX_20230707@TK_14,neɬɣə-n ∅-rəpʔaw-ni-n kətəjɣ-a (*/kətəjɣə-n) ənkʔam ʔeqeɣni-te (/tirk-e),шкура-nom.sg 2/3.s/a-сушить-3sg.a.3.o-3sg.o ветер-ins (*/ветер-nom.sg) и солнцепёк-ins (/cолнце-ins),Шкуру высушили ветер и солнце.,00:10:16.200,00:10:33.176,#запретнабином,EIX,,,True,,ənkʔam,солнцепёк-ins,ветер
206,EIX_20230707@TK_15,mren-rʔu-ɣʔ-i,комар-inch-th-2/3sg.s,Комары появились.,00:12:21.660,00:12:22.619,"ne-jɣu-ɣəm - скорее про животных с зубами, а комары колются. Слово для мошкары не вспомнил.",EIX,,,,,mren-rʔu-ɣʔ-i,,
207,EIX_20230707@TK_16,ɣəju.ɬʔə-t,знающий.attr-pl,Его перевод: умельцы,00:28:36.936,00:28:38.796,,EIX,,,,,ɣəju.ɬʔə-t,,
208,EIX_20230707@TK_17,rəjwəɬʔə-t,пасти.оленей.ночью-attr-pl,Дежурные в стаде,00:29:18.081,00:29:20.401,,EIX,,,,,rəjwəɬʔə-t,пасти.оленей.ночью,
209,EIX_20230707@TK_18,qorawaɬʔ-a (*/qorawaɬʔə-t) ɣe-ʔəttʔə-ma na-jo-ɣʔa-n əɬwa-qor,пастух-ins (*/пастух-pl) com-собака-sim low.a-догонять-th-3sg.o дикий-олень,Пастухи с собакой догнали дикого оленя.,00:31:25.518,00:31:31.018,#запретнабином,EIX,,,True,,qorawaɬʔ-a (*/qorawaɬʔə-t) ɣe-ʔəttʔə-ma na-jo-ɣʔa-n əɬwa-qor,собака,пастух
210,EIX_20230707@TK_19,əɬwa-qor na-jo-ɣʔa-n qorawaɬʔ-a (*/qorawaɬʔə-t) ɣe-ʔəttʔə-ma,дикий-олень low.a-догонять-th-3sg.o пастух-ins (*/пастух-pl) com-собака-sim,Дикого оленя догнали пастухи с собакой.,00:32:14.483,00:32:21.653,#запретнабином,EIX,,,True,,əɬwa-qor na-jo-ɣʔa-n qorawaɬʔ-a (*/qorawaɬʔə-t) ɣe-ʔəttʔə-ma,собака,пастух
211,EIX_20230707@TK_20,qorawaɬʔ-a ənkʔam ʔəttʔə-qaj-e (*/qorawaɬʔə-t ənkʔam ʔəttʔə-qaj) na-jo-ɣʔa-n əɬwa-qor,пастух-ins и собака-dim-ins (*/пастух-pl и собака-dim) low.a-догонять-th-3sg.o дикий-олень,Пастухи и собака догнали дикого оленя.,00:32:41.880,00:32:50.313,"#запретнабином Конечно, сказал, что лучше ɣe-ʔəttʔə-ma.",EIX,,,True,,ənkʔam,собака-dim-ins,пастух
212,EIX_20230707@TK_21,sas̆a ənkʔam tanʲa keɬikeɬ ne-re-tejkə-ŋe-n,саша и таня книга low.a-fut-делать-fut-3sg.o,Саша и Таня напишут книжку.,00:34:33.931,00:34:46.900,#бином,EIX,True,,,,ənkʔam,таня,
213,EIX_20230707@TK_22,tanʲa ətri tos̆a ∅-re-te-keɬi-ɣ-ŋə-t,таня и саша 2/3.s/a-fut-make-писать-make-fut-pl,Саша и Таня напишут книжку.,00:35:26.661,00:35:33.751,Лёше,EIX,,,,,ətri,саша,
214,EIX_20230707@TK_23,?sas̆a (?/sas̆a-na) ∅-re-keɬi-ɣ-ni-n keɬikeɬ ənkʔam ?tanʲa (?/tanʲa-na),?саша (?/саша-ins) 2/3.s/a-fut-писать-fut-3sg.a.3.o-3sg.o книга и  ?таня (?/таня-ins),Саша напишет книжку и Таня.,00:37:06.411,00:37:15.001,Ок без повтора,EIX,,,,,ənkʔam,,(?/саша
215,EIX_20230707@TK_24,sas̆a tanʲa-na=reen ne-re-keɬi-ŋe-n keɬikeɬ,саша таня-an.ins=вместе low.a-fut-писать-fut-3sg.o книга,Саша с Таней напишут книжку.,00:37:47.031,00:37:52.421,#бином Я: можно sas̆a-na tanʲa-na=reen? Он: ок без повторения.,EIX,True,,,,sas̆a tanʲa-na=reen ne-re-keɬi-ŋe-n keɬikeɬ,таня-an.ins,таня
216,EIX_20230707@TK_25,sas̆a-na ənkʔam tanʲa-na ne-re-keɬi-ŋe-n keɬikeɬ,саша-ins и таня-ins low.a-fut-писать-fut-3sg.o книга,Саша и Таня напишут книжку.,00:38:12.591,00:38:23.040,,EIX,,,,,ənkʔam,таня-ins,саша
217,EIX_20230707@TK_26,sas̆a tanʲa ətri seekaj re-te-keɬi-ŋe-t,саша таня они вместе 2/3.s/a-fut-писать-fut-pl,Саша вместе с Таней напишут книгу.,00:39:55.250,00:40:02.010,"Это ответ на вопрос ""кто напишет книгу?""",EIX,,,,,ətri,,
218,EIX_20230707@TK_27,janor tanʲa re-te-keɬi-ŋ-ɣʔe ənqorə ətri tos̆a seekej,"сначала таня 2/3,s/a-fut-make-писать-make-th потом они саша вместе","Сначала Таня напишет, потом они с Сашей вместе.",00:40:48.838,00:41:10.455,"Это ответ на вопрос ""кто напишет книгу?""",EIX,,,,,ətri,,
219,EMS_20240711@TK_1,mren-e (/*mre-nti) ɣa-panrapɬaɣ-ma ɣe-nu-jɣəm,комар-ins (/*комар-nom.pl) com-мошка-sim pf-кусать-np.1sg,Комары и мошки меня покусали.,00:11:58.317,00:12:06.937,#запретнабином #небином,EMS,,True,True,,mren-e (/*mre-nti) ɣa-panrapɬaɣ-ma ɣe-nu-jɣəm,мошка,комар
220,EMS_20240711@TK_2,kətijɣə-n ɣe-tirk-e ɣa-npʔaw-ɬin neɬɣən,ветер-nom.sg com-солнце-ins pf-сушить-pf.3sg шкура,Ветер с солнцем высушили шкуру.,00:12:30.997,00:12:38.037,"#бином Я: можно ins? Она: тоже можно (не повторяла). Через 3 минуты переспросила. Она сказала, что тут именительный падеж нельзя. Надо kətijɣ-a.",EMS,True,,,,kətijɣə-n ɣe-tirk-e ɣa-npʔaw-ɬin neɬɣən,солнце,
221,EMS_20240711@TK_3,kətijɣə-n ɣa-npʔaw-ɬin neɬɣən ɣa-terkə-ma,ветер-nom.sg pf-сушить-pf.3sg шкура com-солнце-ins,Ветер высушил шкуру с солнцем.,00:13:16.142,00:13:20.482,"#бином Я: или лучше kətijɣ-a? Она: ""одно ВЕТЕР, а другое ВЕТРОМ. kətijɣə-n лучше kətijɣ-a (без запятой)"". В итоге потом сказала с ins, сказала, что с ins лучше.",EMS,True,,,,kətijɣə-n ɣa-npʔaw-ɬin neɬɣən ɣa-terkə-ma,солнце,
222,EMS_20240711@TK_4,kətijɣ-a ɣa-npʔaw-ɬin neɬɣən ɣa-terkə-ma,ветер-ins pf-сушить-pf.3sg шкура com-солнце-ins,Ветер высушил шкуру с солнцем.,00:13:53.550,00:13:57.370,#небином,EMS,,True,,,kətijɣ-a ɣa-npʔaw-ɬin neɬɣən ɣa-terkə-ma,солнце,ветер
223,EMS_20240711@TK_5,kətijɣ-a ɣa-terkə-ma ɣa-npʔaw-ɬin neɬɣən,ветер-ins com-солнце-ins pf-сушить-pf.3sg шкура,Ветер с солнцем высушили шкуру.,00:14:38.500,00:14:44.300,#небином,EMS,,True,,,kətijɣ-a ɣa-terkə-ma ɣa-npʔaw-ɬin neɬɣən,солнце,ветер
225,EMS_20240711@TK_7,ətɬʔa ɣa-ŋ-akka-ma ɣe-rku-ɬine-t kenti-t,мама com-fem-сын-sim pf-покупать-pf.3sg-pl конфета-pl,Мама с дочкой купили конфеты.,00:15:28.530,00:15:36.130,"#бином Глагол долго подбирался, но fst тоже были переходные.",EMS,True,,,,ətɬʔa ɣa-ŋ-akka-ma ɣe-rku-ɬine-t kenti-t,fem-сын,
226,EMS_20240711@TK_8,sinit-kine-t ʔəɬɣu ɬəŋ-jo-t kenti-t,сам-rel-pl любимый считать-ptcp.pass-pl конфета-nom.pl,Свои любимые кофеты,00:16:06.500,00:16:09.990,"Можно использовать в предложении ""мама с дочкой купили конфеты""",EMS,,,,,sinit-kine-t ʔəɬɣu ɬəŋ-jo-t kenti-t,,
227,EMS_20240711@TK_9,ŋe-ekke-te ɣa-tɬʔa-ma ∅-kun-ni-ne-t kenti-t,fem-сын-ins com-мать-sim 2/3.s/a-покупать-3sg.a.3.o-3sg.o-pl   конфеты-pl,Дочка с мамой купили конфеты,00:16:30.440,00:16:34.700,#небином,EMS,,True,,,ŋe-ekke-te ɣa-tɬʔa-ma ∅-kun-ni-ne-t kenti-t,мать,fem-сын
228,EMS_20240711@TK_10,ətɬʔa-ta ∅-kun-ni-ne-t kenti-t ɣa-ŋ-akka-ma,мать-ins 2/3.s/a-покупать-3sg.a.3.o-3sg.o-pl конфеты-pl   com-fem-сын-sim,Мама купила конфет с дочкой.,00:17:20.900,00:17:25.930,#небином #запретнабином,EMS,,True,True,,ətɬʔa-ta ∅-kun-ni-ne-t kenti-t ɣa-ŋ-akka-ma,fem-сын,мать
229,EMS_20240711@TK_11,ətɬʔa-ta ∅-re-rkun-ni-ne-t kenti-t ɣa-ŋ-akka-ma,мать-ins 2/3.s/a-fut-покупать-3sg.a.3.o-3sg.o-pl конфеты-pl com-fem-сын-sim,Мама купит конфет с дочкой.,00:18:56.870,00:19:01.110,Ей нравится предложение с таким подядком слов.,EMS,,,,,ətɬʔa-ta ∅-re-rkun-ni-ne-t kenti-t ɣa-ŋ-akka-ma,fem-сын,мать
230,EMS_20240711@TK_12,qora-ɣənretə-ɬʔ-a ɣa-jʔo-ɬin qaamkən,олень-защищать-attr-ins pf-догонять-pf.3sg отбившийся.кусок,Пастухи догнали кусок стада.,00:20:01.880,00:20:04.890,,EMS,,,,,qora-ɣənretə-ɬʔ-a ɣa-jʔo-ɬin qaamkən,олень-защищать,олень-защищать-attr
231,EMS_20240711@TK_13,qora-ɣənretə-ɬʔ-a ɣ-ʔəttʔə-ma ɣa-jʔo-ɬin qaamkən,олень-защищать-attr-ins сom-собака-sim pf-догонять-pf.3sg отбившийся.кусок,Пастухи с собакой догнали кусок стада.,00:20:19.420,00:20:25.550,,EMS,,,,,qora-ɣənretə-ɬʔ-a ɣ-ʔəttʔə-ma ɣa-jʔo-ɬin qaamkən,олень-защищать,олень-защищать-attr
232,EMS_20240711@TK_14,ʔorawetɬʔa-n ɣa-ɣeta-na-ma əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,человек-nom.sg com-смотреть-tool-sim перед  2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,Человек с биноклем первый увидел волка.,00:20:59.650,00:21:06.210,#бином,EMS,True,,,,ʔorawetɬʔa-n ɣa-ɣeta-na-ma əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,смотреть-tool,
233,EMS_20240711@TK_15,ɣa-ɣeta-na-ma ʔorawetɬʔa-n əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,com-смотреть-tool-sim человек-nom.sg перед  2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,С биноклем человек первым заметил волка.,00:22:17.300,00:22:24.230,"#бином Я: а можно ins? Она: да! (произнесла). Я: и так, и так можно? Она: и так, и так.",EMS,True,,,,ɣa-ɣeta-na-ma ʔorawetɬʔa-n əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,смотреть-tool,
234,EMS_20240711@TK_16,ɣa-ɣeta-na-ma ʔorawetɬʔa-ta əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,com-смотреть-tool-sim человек-ins перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,С биноклем человек первым заметил волка.,00:22:41.300,00:22:47.980,#небином,EMS,,True,,,ɣa-ɣeta-na-ma ʔorawetɬʔa-ta əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə,смотреть-tool,человек
235,EMS_20240711@TK_17,ʔorawetɬʔa-n əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə ɣite-neŋe-te,человек-nom.sg перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк   смотреть-tool-ins,Человек первым заметил волка биноклем.,00:23:08.710,00:23:21.040,"Породила я. #биноммой Она поправила форму бинокля (я сказала com-sim, она переделала на ins)",EMS,True,,,,ʔorawetɬʔa-n əttʔəjoɬ ∅-ɬʔu-ni-n ʔinə ɣite-neŋe-te,,смотреть-tool
236,EMS_20240711@TK_18,ɣite-ne-tku-ɬʔ-e,смотреть-tool-iter-attr-ins,Человек с биноклем,00:23:40.580,00:23:43.000,,EMS,,,,,ɣite-ne-tku-ɬʔ-e,смотреть-tool-iter,смотреть-tool-iter-attr
237,EMS_20240711@TK_19,ɣite-neŋe-tku-ɬʔə-n ŋe-ekke-qej-e əttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter-attr-nom.sg fem-сын-dim-ins перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,Девочка с биноклем первая увидела волка,00:25:22.530,00:25:29.040,"Когда она первый раз сказала ""биноклевая девочка"", она посмеялась. Она много раз по частям произносила (и с биномом тоже). Я объединила, она поправила, чтоб был #небином. #запретнабином",EMS,,True,True,,ɣite-neŋe-tku-ɬʔə-n ŋe-ekke-qej-e əttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter,fem-сын-dim
238,EMS_20240711@TK_20,ɣite-neŋe-tku-ɬʔə-n ŋe-ekke-qej-e əttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter-attr-nom.sg fem-сын-dim-ins перед 2/3.s/a-видеть-3sg.a.3.o-3sg.o волк,Девочка с мотыжкой вытянула длинный корешок.,00:26:21.640,00:26:28.740,"#бином (в этот раз она произнесла ɣe-wiŋre, но в предыдущие и следующие ɣa-weŋra-ma) (произносит row-ni-n) Я: можно ins? Она: тоже можно. #небином",EMS,True,True,,,ɣite-neŋe-tku-ɬʔə-n ŋe-ekke-qej-e əttʔəjoɬ ∅-ɬʔu-ni-n ʔiɣə,смотреть-tool-iter,fem-сын-dim
